Tweet_ID,Tanggal,Tahun,Bulan,Nama_Bulan,Platform,Provinsi_User,Teks,Sentimen,Likes,Retweet_Share,Replies,Hashtags,Verified_Account,Follower_Category
TW-000117,2024-07-01,2024,7,July,Instagram,Riau,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #ProgramGizi #MakanBergiziGratis #GiziGratis,Negatif,23,7,30,#ProgramGizi #MakanBergiziGratis #GiziGratis,False,Small (1k-10k)
TW-000118,2024-07-01,2024,7,July,Facebook,Aceh,Informasi jadwal distribusi MBG di kecamatan? #MBG #MakanBergiziGratis,Netral,3,15,9,#MBG #MakanBergiziGratis,False,Micro (<1k)
TW-000119,2024-12-01,2024,12,December,Instagram,Sulawesi Selatan,Anak stunting berkurang berkat program gizi gratis ini #GiziGratis,Positif,11,16,25,#GiziGratis,True,Small (1k-10k)
TW-000120,2025-05-01,2025,5,May,Twitter/X,Kalimantan Timur,Informasi jadwal distribusi MBG di kecamatan? #AnakIndonesia,Netral,17,17,0,#AnakIndonesia,False,Micro (<1k)
TW-000121,2025-02-01,2025,2,February,Instagram,Riau,"Salut dengan program MBG, distribusi di desa kami sudah lancar #IndonesiaSehat",Positif,14,1,12,#IndonesiaSehat,False,Micro (<1k)
TW-000122,2024-03-01,2024,3,March,Twitter/X,DKI Jakarta,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #AntiStunting #MBG,Positif,105,1,9,#AntiStunting #MBG,False,Medium (10k-100k)
TW-000123,2024-10-01,2024,10,October,Twitter/X,Jawa Tengah,Terima kasih pemerintah atas program makan bergizi gratis #MakanBergiziGratis,Positif,77,19,8,#MakanBergiziGratis,False,Micro (<1k)
TW-000124,2024-10-01,2024,10,October,TikTok,Riau,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #AnakIndonesia #MBG #BalitaSehat",Negatif,97,49,13,#AnakIndonesia #MBG #BalitaSehat,False,Medium (10k-100k)
TW-000125,2025-04-01,2025,4,April,Instagram,Bali,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #GiziGratis #BalitaSehat #ProgramPemerintah",Netral,84,2,6,#GiziGratis #BalitaSehat #ProgramPemerintah,False,Micro (<1k)
TW-000126,2024-02-01,2024,2,February,Instagram,Jawa Tengah,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramPemerintah #MakanBergiziGratis #GiziAnak,Negatif,5,8,14,#ProgramPemerintah #MakanBergiziGratis #GiziAnak,False,Large (>100k)
TW-000127,2024-09-01,2024,9,September,Twitter/X,Kalimantan Timur,Program MBG bagus tapi implementasi masih banyak masalah #MakanBergiziGratis #AnakIndonesia #ProgramPemerintah,Negatif,6,9,9,#MakanBergiziGratis #AnakIndonesia #ProgramPemerintah,False,Small (1k-10k)
TW-000128,2024-07-01,2024,7,July,Twitter/X,Aceh,Belum semua desa terjangkau program MBG #MBG #MakanBergiziGratis #ProgramPemerintah,Negatif,149,33,13,#MBG #MakanBergiziGratis #ProgramPemerintah,True,Small (1k-10k)
TW-000129,2024-08-01,2024,8,August,Twitter/X,Kalimantan Timur,Program MBG sudah mulai di provinsi saya bulan ini #AntiStunting,Netral,3,3,21,#AntiStunting,False,Medium (10k-100k)
TW-000130,2024-08-01,2024,8,August,TikTok,Jawa Timur,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramPemerintah",Positif,4,23,7,#ProgramPemerintah,False,Micro (<1k)
TW-000131,2025-04-01,2025,4,April,Facebook,Nusa Tenggara Barat,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #GiziAnak #AnakIndonesia #AntiStunting",Netral,32,0,23,#GiziAnak #AnakIndonesia #AntiStunting,False,Small (1k-10k)
TW-000132,2025-06-01,2025,6,June,Facebook,Nusa Tenggara Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziAnak #GiziGratis,Netral,25,9,2,#GiziAnak #GiziGratis,False,Small (1k-10k)
TW-000133,2024-07-01,2024,7,July,Instagram,Jawa Timur,Terima kasih pemerintah atas program makan bergizi gratis #GiziAnak,Positif,94,7,14,#GiziAnak,False,Medium (10k-100k)
TW-000134,2025-04-01,2025,4,April,Twitter/X,Kalimantan Barat,"Program MBG sangat inovatif, semoga terus berlanjut #MakanBergiziGratis #ProgramPemerintah #GiziAnak",Positif,23,14,36,#MakanBergiziGratis #ProgramPemerintah #GiziAnak,False,Small (1k-10k)
TW-000135,2024-01-01,2024,1,January,Instagram,Jawa Tengah,Informasi jadwal distribusi MBG di kecamatan? #GiziAnak #MBG,Netral,18,3,0,#GiziAnak #MBG,False,Small (1k-10k)
TW-000136,2024-04-01,2024,4,April,TikTok,Sulawesi Tengah,Belum semua desa terjangkau program MBG #MakanBergiziGratis #AntiStunting #GiziGratis,Negatif,2,1,11,#MakanBergiziGratis #AntiStunting #GiziGratis,False,Medium (10k-100k)
TW-000137,2024-02-01,2024,2,February,Twitter/X,Aceh,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #GiziAnak #IndonesiaSehat #ProgramGizi,Positif,114,0,10,#GiziAnak #IndonesiaSehat #ProgramGizi,False,Micro (<1k)
TW-000138,2024-05-01,2024,5,May,Twitter/X,Nusa Tenggara Timur,Terima kasih pemerintah atas program makan bergizi gratis #AntiStunting #MakanBergiziGratis,Positif,54,28,19,#AntiStunting #MakanBergiziGratis,False,Small (1k-10k)
TW-000139,2025-03-01,2025,3,March,YouTube,Kalimantan Barat,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #MakanBergiziGratis #BalitaSehat,Negatif,6,2,18,#MakanBergiziGratis #BalitaSehat,False,Small (1k-10k)
TW-000140,2024-10-01,2024,10,October,Twitter/X,Sulawesi Selatan,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #MakanBergiziGratis,Negatif,68,8,6,#BalitaSehat #MakanBergiziGratis,False,Large (>100k)
TW-000141,2025-01-01,2025,1,January,Twitter/X,Aceh,Anak stunting berkurang berkat program gizi gratis ini #AntiStunting #MBG #MakanBergiziGratis,Positif,52,8,20,#AntiStunting #MBG #MakanBergiziGratis,False,Medium (10k-100k)
TW-000142,2024-10-01,2024,10,October,Instagram,Riau,Apa saja jenis makanan yang diberikan dalam program MBG? #AnakIndonesia,Netral,51,4,3,#AnakIndonesia,False,Micro (<1k)
TW-000143,2025-03-01,2025,3,March,TikTok,Sulawesi Tengah,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AntiStunting #GiziAnak,Positif,43,40,0,#AntiStunting #GiziAnak,False,Micro (<1k)
TW-000144,2024-02-01,2024,2,February,Instagram,Kalimantan Barat,Terima kasih pemerintah atas program makan bergizi gratis #AnakIndonesia #ProgramGizi,Positif,42,8,3,#AnakIndonesia #ProgramGizi,False,Micro (<1k)
TW-000145,2024-04-01,2024,4,April,Instagram,Sulawesi Tengah,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #ProgramPemerintah,Netral,16,27,4,#ProgramPemerintah,False,Small (1k-10k)
TW-000146,2024-10-01,2024,10,October,Facebook,Aceh,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AnakIndonesia #MBG #ProgramPemerintah,Positif,28,15,5,#AnakIndonesia #MBG #ProgramPemerintah,False,Small (1k-10k)
TW-000147,2024-02-01,2024,2,February,Twitter/X,Papua,Informasi jadwal distribusi MBG di kecamatan? #AntiStunting #ProgramPemerintah,Netral,7,9,0,#AntiStunting #ProgramPemerintah,False,Micro (<1k)
TW-000148,2024-07-01,2024,7,July,Twitter/X,Riau,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #GiziAnak #IndonesiaSehat,Netral,24,41,1,#GiziAnak #IndonesiaSehat,False,Micro (<1k)
TW-000149,2025-04-01,2025,4,April,Instagram,Aceh,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MakanBergiziGratis #BalitaSehat #IndonesiaSehat",Positif,18,6,4,#MakanBergiziGratis #BalitaSehat #IndonesiaSehat,False,Micro (<1k)
TW-000150,2024-02-01,2024,2,February,Instagram,Jawa Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #MBG #AnakIndonesia",Positif,130,37,5,#MBG #AnakIndonesia,False,Micro (<1k)
TW-000151,2024-06-01,2024,6,June,Facebook,Sumatera Utara,Proses verifikasi penerima MBG berapa lama? #MBG,Netral,113,13,2,#MBG,True,Micro (<1k)
TW-000152,2024-10-01,2024,10,October,Twitter/X,Jawa Timur,Transparansi anggaran MBG perlu diawasi lebih ketat #GiziGratis,Negatif,0,12,9,#GiziGratis,False,Micro (<1k)
TW-000153,2024-02-01,2024,2,February,Instagram,Kalimantan Timur,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #GiziGratis #ProgramGizi #BalitaSehat,Netral,1,3,7,#GiziGratis #ProgramGizi #BalitaSehat,False,Micro (<1k)
TW-000154,2024-07-01,2024,7,July,YouTube,Nusa Tenggara Timur,Anak stunting berkurang berkat program gizi gratis ini #ProgramPemerintah,Positif,20,7,6,#ProgramPemerintah,False,Micro (<1k)
TW-000155,2024-10-01,2024,10,October,TikTok,DKI Jakarta,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramGizi",Positif,69,39,10,#ProgramGizi,False,Small (1k-10k)
TW-000156,2025-02-01,2025,2,February,Twitter/X,Nusa Tenggara Timur,Ada yang tahu syarat penerima manfaat MBG untuk balita? #AntiStunting #ProgramPemerintah #BalitaSehat,Netral,29,0,1,#AntiStunting #ProgramPemerintah #BalitaSehat,False,Small (1k-10k)
TW-000157,2025-02-01,2025,2,February,TikTok,Bali,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #AnakIndonesia #IndonesiaSehat #MakanBergiziGratis",Positif,29,3,8,#AnakIndonesia #IndonesiaSehat #MakanBergiziGratis,False,Small (1k-10k)
TW-000158,2025-02-01,2025,2,February,YouTube,Papua,Proses verifikasi penerima MBG berapa lama? #BalitaSehat #IndonesiaSehat #GiziAnak,Netral,68,57,9,#BalitaSehat #IndonesiaSehat #GiziAnak,False,Small (1k-10k)
TW-000159,2024-11-01,2024,11,November,YouTube,Jawa Tengah,Program MBG bagus tapi implementasi masih banyak masalah #GiziGratis #ProgramGizi #BalitaSehat,Negatif,45,18,16,#GiziGratis #ProgramGizi #BalitaSehat,False,Large (>100k)
TW-000160,2025-06-01,2025,6,June,Instagram,Kalimantan Barat,Transparansi anggaran MBG perlu diawasi lebih ketat #ProgramPemerintah,Negatif,10,0,13,#ProgramPemerintah,False,Micro (<1k)
TW-000161,2025-05-01,2025,5,May,Twitter/X,Kalimantan Barat,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #AnakIndonesia #ProgramGizi #GiziGratis,Netral,197,11,3,#AnakIndonesia #ProgramGizi #GiziGratis,False,Small (1k-10k)
TW-000162,2024-07-01,2024,7,July,YouTube,Sulawesi Tengah,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziGratis #IndonesiaSehat,Netral,10,9,15,#GiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-000163,2025-03-01,2025,3,March,Facebook,Sumatera Utara,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziGratis #AnakIndonesia #IndonesiaSehat,Netral,1,0,1,#GiziGratis #AnakIndonesia #IndonesiaSehat,False,Micro (<1k)
TW-000164,2024-11-01,2024,11,November,Twitter/X,Riau,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting #IndonesiaSehat #GiziAnak",Positif,21,6,12,#AntiStunting #IndonesiaSehat #GiziAnak,False,Micro (<1k)
TW-000165,2025-06-01,2025,6,June,Twitter/X,Lampung,Update terbaru pelaksanaan program MBG di Jawa Barat #AnakIndonesia,Netral,77,0,31,#AnakIndonesia,False,Micro (<1k)
TW-000166,2024-09-01,2024,9,September,Instagram,Sulawesi Tengah,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #BalitaSehat #AntiStunting,Positif,11,6,2,#BalitaSehat #AntiStunting,False,Small (1k-10k)
TW-000167,2024-06-01,2024,6,June,Instagram,Sulawesi Selatan,Proses verifikasi penerima MBG berapa lama? #GiziGratis #AntiStunting,Netral,75,2,24,#GiziGratis #AntiStunting,False,Micro (<1k)
TW-000168,2024-03-01,2024,3,March,Twitter/X,Aceh,Program MBG sudah mulai di provinsi saya bulan ini #MBG #AntiStunting,Netral,183,0,1,#MBG #AntiStunting,False,Small (1k-10k)
TW-000169,2024-02-01,2024,2,February,Facebook,Jawa Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AntiStunting #IndonesiaSehat #GiziGratis,Netral,20,13,11,#AntiStunting #IndonesiaSehat #GiziGratis,False,Small (1k-10k)
TW-000170,2024-11-01,2024,11,November,Instagram,Lampung,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #MakanBergiziGratis #AntiStunting,Positif,73,20,7,#MakanBergiziGratis #AntiStunting,False,Small (1k-10k)
TW-000171,2024-02-01,2024,2,February,Twitter/X,Jawa Tengah,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AnakIndonesia #MBG,Negatif,53,29,5,#AnakIndonesia #MBG,False,Medium (10k-100k)
TW-000172,2024-06-01,2024,6,June,Twitter/X,Kalimantan Timur,Proses verifikasi penerima MBG berapa lama? #MBG #IndonesiaSehat #AntiStunting,Netral,41,0,9,#MBG #IndonesiaSehat #AntiStunting,False,Micro (<1k)
TW-000173,2025-06-01,2025,6,June,Instagram,Papua,Transparansi anggaran MBG perlu diawasi lebih ketat #MBG #GiziAnak #AnakIndonesia,Negatif,23,4,29,#MBG #GiziAnak #AnakIndonesia,False,Micro (<1k)
TW-000174,2025-04-01,2025,4,April,Instagram,DKI Jakarta,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #MakanBergiziGratis #ProgramPemerintah",Netral,6,32,8,#MakanBergiziGratis #ProgramPemerintah,False,Micro (<1k)
TW-000175,2024-05-01,2024,5,May,Facebook,Kalimantan Timur,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #ProgramGizi,Negatif,222,23,0,#BalitaSehat #ProgramGizi,True,Small (1k-10k)
TW-000176,2024-07-01,2024,7,July,Instagram,Kalimantan Barat,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #IndonesiaSehat #AnakIndonesia,Negatif,107,0,11,#BalitaSehat #IndonesiaSehat #AnakIndonesia,False,Micro (<1k)
TW-000177,2024-09-01,2024,9,September,Facebook,Nusa Tenggara Barat,Anak stunting berkurang berkat program gizi gratis ini #GiziGratis #ProgramGizi,Positif,6,3,5,#GiziGratis #ProgramGizi,False,Medium (10k-100k)
TW-000178,2025-03-01,2025,3,March,Twitter/X,Sulawesi Tengah,Informasi jadwal distribusi MBG di kecamatan? #AntiStunting,Netral,171,0,8,#AntiStunting,False,Micro (<1k)
TW-000179,2025-03-01,2025,3,March,Instagram,Sulawesi Selatan,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #GiziAnak,Positif,1,12,1,#GiziAnak,False,Small (1k-10k)
TW-000180,2024-07-01,2024,7,July,Twitter/X,Sulawesi Selatan,Informasi jadwal distribusi MBG di kecamatan? #AntiStunting #MBG,Netral,10,0,2,#AntiStunting #MBG,False,Large (>100k)
TW-000181,2024-12-01,2024,12,December,YouTube,Lampung,Kapan program MBG mulai menjangkau kabupaten kami? #GiziAnak #ProgramPemerintah #IndonesiaSehat,Netral,43,13,7,#GiziAnak #ProgramPemerintah #IndonesiaSehat,False,Micro (<1k)
TW-000182,2025-03-01,2025,3,March,TikTok,Nusa Tenggara Barat,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #AnakIndonesia",Negatif,143,1,1,#AnakIndonesia,False,Medium (10k-100k)
TW-000183,2024-01-01,2024,1,January,TikTok,Kalimantan Timur,"Salut dengan program MBG, distribusi di desa kami sudah lancar #GiziGratis #BalitaSehat #GiziAnak",Positif,13,17,1,#GiziGratis #BalitaSehat #GiziAnak,True,Micro (<1k)
TW-000184,2024-07-01,2024,7,July,Twitter/X,Jawa Timur,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #BalitaSehat #GiziGratis,Negatif,35,1,13,#BalitaSehat #GiziGratis,True,Large (>100k)
TW-000185,2024-08-01,2024,8,August,TikTok,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #MBG #ProgramPemerintah #GiziGratis,Netral,17,2,15,#MBG #ProgramPemerintah #GiziGratis,False,Micro (<1k)
TW-000186,2024-06-01,2024,6,June,Twitter/X,Riau,Terima kasih pemerintah atas program makan bergizi gratis #ProgramGizi #BalitaSehat,Positif,252,17,3,#ProgramGizi #BalitaSehat,False,Small (1k-10k)
TW-000187,2025-06-01,2025,6,June,Instagram,Bali,"Program MBG sangat inovatif, semoga terus berlanjut #GiziGratis #AnakIndonesia",Positif,30,1,28,#GiziGratis #AnakIndonesia,False,Micro (<1k)
TW-000188,2024-07-01,2024,7,July,TikTok,Nusa Tenggara Barat,Informasi jadwal distribusi MBG di kecamatan? #BalitaSehat #GiziGratis,Netral,63,17,2,#BalitaSehat #GiziGratis,False,Micro (<1k)
TW-000189,2024-01-01,2024,1,January,YouTube,Riau,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #GiziGratis",Positif,35,2,2,#GiziGratis,False,Medium (10k-100k)
TW-000190,2024-03-01,2024,3,March,Instagram,Riau,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #IndonesiaSehat #ProgramGizi,Netral,42,4,1,#IndonesiaSehat #ProgramGizi,False,Large (>100k)
TW-000191,2024-11-01,2024,11,November,Twitter/X,Nusa Tenggara Timur,Program MBG bagus tapi implementasi masih banyak masalah #GiziAnak #ProgramPemerintah #MakanBergiziGratis,Negatif,93,5,17,#GiziAnak #ProgramPemerintah #MakanBergiziGratis,False,Micro (<1k)
TW-000192,2025-01-01,2025,1,January,Instagram,Jawa Barat,Kenapa program MBG belum sampai ke wilayah terpencil kami? #AntiStunting #MakanBergiziGratis,Negatif,91,26,14,#AntiStunting #MakanBergiziGratis,False,Small (1k-10k)
TW-000193,2024-12-01,2024,12,December,Instagram,Nusa Tenggara Barat,Kapan program MBG mulai menjangkau kabupaten kami? #ProgramPemerintah,Netral,34,4,0,#ProgramPemerintah,False,Small (1k-10k)
TW-000194,2025-02-01,2025,2,February,YouTube,Lampung,Proses verifikasi penerima MBG berapa lama? #ProgramPemerintah #IndonesiaSehat #AntiStunting,Netral,3,16,1,#ProgramPemerintah #IndonesiaSehat #AntiStunting,False,Medium (10k-100k)
TW-000195,2024-05-01,2024,5,May,Twitter/X,Kalimantan Timur,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #BalitaSehat #AnakIndonesia,Positif,0,20,14,#BalitaSehat #AnakIndonesia,False,Small (1k-10k)
TW-000196,2024-07-01,2024,7,July,Facebook,Sulawesi Selatan,Terima kasih pemerintah atas program makan bergizi gratis #AnakIndonesia,Positif,159,10,14,#AnakIndonesia,False,Micro (<1k)
TW-000197,2024-04-01,2024,4,April,Twitter/X,Jawa Barat,"Program MBG sangat inovatif, semoga terus berlanjut #AntiStunting",Positif,11,18,5,#AntiStunting,False,Medium (10k-100k)
TW-000198,2024-01-01,2024,1,January,Instagram,Riau,"Program MBG sangat inovatif, semoga terus berlanjut #ProgramPemerintah",Positif,5,2,5,#ProgramPemerintah,False,Small (1k-10k)
TW-000199,2024-12-01,2024,12,December,Instagram,Sulawesi Selatan,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziAnak,Netral,21,19,9,#GiziAnak,False,Micro (<1k)
TW-000200,2024-03-01,2024,3,March,Instagram,Kalimantan Barat,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #ProgramPemerintah #BalitaSehat,Positif,12,4,10,#ProgramPemerintah #BalitaSehat,False,Micro (<1k)
TW-000201,2024-10-01,2024,10,October,Twitter/X,Papua,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #GiziGratis #MakanBergiziGratis #ProgramPemerintah,Positif,11,39,4,#GiziGratis #MakanBergiziGratis #ProgramPemerintah,False,Small (1k-10k)
TW-000202,2025-05-01,2025,5,May,YouTube,Sulawesi Selatan,Informasi jadwal distribusi MBG di kecamatan? #ProgramGizi #GiziAnak,Netral,153,2,4,#ProgramGizi #GiziAnak,False,Large (>100k)
TW-000203,2024-04-01,2024,4,April,Facebook,Riau,Anak stunting berkurang berkat program gizi gratis ini #BalitaSehat,Positif,46,1,1,#BalitaSehat,False,Micro (<1k)
TW-000204,2024-01-01,2024,1,January,Twitter/X,Bali,"Salut dengan program MBG, distribusi di desa kami sudah lancar #MakanBergiziGratis #AnakIndonesia",Positif,1,11,3,#MakanBergiziGratis #AnakIndonesia,False,Small (1k-10k)
TW-000205,2025-02-01,2025,2,February,Facebook,Bali,Ada yang tahu syarat penerima manfaat MBG untuk balita? #AnakIndonesia #BalitaSehat,Netral,14,23,20,#AnakIndonesia #BalitaSehat,False,Large (>100k)
TW-000206,2024-04-01,2024,4,April,Twitter/X,Jawa Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #MBG #GiziAnak #AntiStunting,Netral,67,0,0,#MBG #GiziAnak #AntiStunting,False,Micro (<1k)
TW-000207,2024-11-01,2024,11,November,Facebook,Jawa Tengah,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziAnak,Netral,6,5,11,#GiziAnak,False,Micro (<1k)
TW-000208,2024-01-01,2024,1,January,Instagram,Papua,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #ProgramPemerintah #IndonesiaSehat",Negatif,8,4,10,#ProgramPemerintah #IndonesiaSehat,False,Micro (<1k)
TW-000209,2025-05-01,2025,5,May,Twitter/X,Papua,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #MakanBergiziGratis #AnakIndonesia,Positif,27,22,7,#MakanBergiziGratis #AnakIndonesia,False,Large (>100k)
TW-000210,2024-11-01,2024,11,November,Twitter/X,Nusa Tenggara Timur,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AntiStunting #AnakIndonesia,Netral,18,1,13,#AntiStunting #AnakIndonesia,False,Small (1k-10k)
TW-000211,2024-03-01,2024,3,March,Instagram,Jawa Barat,Apa saja jenis makanan yang diberikan dalam program MBG? #IndonesiaSehat #GiziAnak #ProgramPemerintah,Netral,5,6,5,#IndonesiaSehat #GiziAnak #ProgramPemerintah,False,Small (1k-10k)
TW-000212,2025-02-01,2025,2,February,Twitter/X,Jawa Timur,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MBG #GiziGratis #AntiStunting",Positif,66,0,4,#MBG #GiziGratis #AntiStunting,False,Small (1k-10k)
TW-000213,2024-06-01,2024,6,June,Twitter/X,Jawa Barat,Informasi jadwal distribusi MBG di kecamatan? #BalitaSehat #AntiStunting,Netral,17,68,6,#BalitaSehat #AntiStunting,False,Micro (<1k)
TW-000214,2025-04-01,2025,4,April,Twitter/X,Sumatera Utara,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi #BalitaSehat #GiziGratis,Netral,31,45,19,#ProgramGizi #BalitaSehat #GiziGratis,False,Small (1k-10k)
TW-000215,2024-03-01,2024,3,March,Facebook,DKI Jakarta,"Program MBG sangat inovatif, semoga terus berlanjut #ProgramGizi #AntiStunting",Positif,36,0,15,#ProgramGizi #AntiStunting,False,Micro (<1k)
TW-000216,2024-09-01,2024,9,September,TikTok,Nusa Tenggara Barat,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #AnakIndonesia #IndonesiaSehat #BalitaSehat",Positif,178,15,1,#AnakIndonesia #IndonesiaSehat #BalitaSehat,False,Micro (<1k)
TW-000217,2024-12-01,2024,12,December,Twitter/X,DKI Jakarta,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #GiziGratis #GiziAnak",Negatif,165,18,6,#GiziGratis #GiziAnak,False,Large (>100k)
